Sat Jan  9 12:25:39 2021    spedup_fd_profile

         6693505 function calls (6671608 primitive calls) in 3.270 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2104    0.003    0.000    0.004    0.000 z3printer.py:387(to_format)
       22    0.000    0.000    0.004    0.000 utils.py:310(<lambda>)
        1    0.000    0.000    0.004    0.004 pddl_to_prolog.py:38(split_rules)
     1300    0.002    0.000    0.004    0.000 sas_tasks.py:260(_canonical_pre_post)
        1    0.000    0.000    0.004    0.004 variable_order.py:271(find_and_apply_variable_order)
        1    0.000    0.000    0.004    0.004 fact_groups.py:30(instantiate_groups)
        1    0.000    0.000    0.004    0.004 fact_groups.py:31(<listcomp>)
       22    0.002    0.000    0.004    0.000 fact_groups.py:10(expand_group)
    37957    0.004    0.000    0.004    0.000 z3types.py:35(from_param)
      670    0.002    0.000    0.004    0.000 actions.py:104(__init__)
      938    0.003    0.000    0.004    0.000 z3core.py:1757(Z3_mk_and)
      670    0.002    0.000    0.004    0.000 conditions.py:283(instantiate)
      998    0.001    0.000    0.004    0.000 z3.py:7623(__len__)
        1    0.001    0.001    0.004    0.004 simplify.py:90(build_dtgs)
       24    0.000    0.000    0.004    0.000 contextlib.py:107(__enter__)
     1950    0.002    0.000    0.003    0.000 sas_tasks.py:382(get_applicability_conditions)
      998    0.003    0.000    0.003    0.000 z3core.py:3355(Z3_goal_dec_ref)
     1953    0.001    0.000    0.003    0.000 skill_classes.py:106(move_inner_loop)
      499    0.001    0.000    0.003    0.000 skill_classes.py:94(params)
        1    0.000    0.000    0.003    0.003 pddl_file.py:26(open)
      499    0.002    0.000    0.003    0.000 z3core.py:3437(Z3_mk_tactic)
     1953    0.001    0.000    0.003    0.000 skill_classes.py:104(move_copy_se)
        2    0.000    0.000    0.003    0.001 invariant_finder.py:86(find_invariants)
     2519    0.001    0.000    0.003    0.000 conditions.py:238(__lt__)
      499    0.001    0.000    0.003    0.000 utils.py:255(flatten)
     1309    0.002    0.000    0.003    0.000 z3core.py:1602(Z3_mk_int_sort)
       13    0.000    0.000    0.003    0.000 split_rules.py:31(split_rule)
    20707    0.003    0.000    0.003    0.000 {method 'extend' of 'list' objects}
     6312    0.002    0.000    0.003    0.000 z3.py:2498(is_arith)
        2    0.000    0.000    0.003    0.001 fact_groups.py:104(sort_groups)
     1437    0.001    0.000    0.003    0.000 z3.py:1693(_has_probe)
     2104    0.002    0.000    0.003    0.000 z3printer.py:410(_len)
     1809    0.001    0.000    0.003    0.000 z3core.py:69(_str_to_bytes)
     2168    0.001    0.000    0.002    0.000 build_model.py:182(unify)
      642    0.000    0.000    0.002    0.000 z3.py:5291(__len__)
     1287    0.002    0.000    0.002    0.000 z3.py:2974(_to_int_str)
     4010    0.002    0.000    0.002    0.000 conditions.py:268(<listcomp>)
      681    0.002    0.000    0.002    0.000 z3core.py:1732(Z3_mk_not)
     3874    0.002    0.000    0.002    0.000 PDDLz3.py:98(list_is_flat)
        1    0.000    0.000    0.002    0.002 scoping_sas_parser.py:103(make_goal_cond)
      998    0.001    0.000    0.002    0.000 z3core.py:3671(Z3_apply_result_get_num_subgoals)
       46    0.000    0.000    0.002    0.000 fact_groups.py:105(<genexpr>)
      998    0.001    0.000    0.002    0.000 z3core.py:3351(Z3_goal_inc_ref)
      670    0.000    0.000    0.002    0.000 build_model.py:172(fire)
        1    0.000    0.000    0.002    0.002 translate_and_scope.py:674(dump_statistics)
      499    0.002    0.000    0.002    0.000 z3core.py:1762(Z3_mk_or)
        1    0.000    0.000    0.002    0.002 scoping_sas_parser.py:86(make_init_cond_list)
        1    0.000    0.000    0.002    0.002 scoping_sas_parser.py:100(<listcomp>)
      642    0.001    0.000    0.002    0.000 z3.py:5278(size)
     2104    0.001    0.000    0.002    0.000 z3.py:3737(is_bv_value)
      499    0.002    0.000    0.002    0.000 z3core.py:3346(Z3_mk_goal)
      499    0.001    0.000    0.002    0.000 z3.py:7720(__del__)
       13    0.000    0.000    0.002    0.000 split_rules.py:64(split_into_binary_rules)
        7    0.000    0.000    0.002    0.000 greedy_join.py:84(greedy_join)
        1    0.000    0.000    0.002    0.002 scoping.py:175(<listcomp>)
    17591    0.002    0.000    0.002    0.000 conditions.py:11(__hash__)
        1    0.000    0.000    0.002    0.002 variable_order.py:193(apply_to_task)
      499    0.001    0.000    0.002    0.000 z3.py:7611(__init__)
      499    0.000    0.000    0.002    0.000 z3.py:7619(__del__)
        1    0.000    0.000    0.002    0.002 axiom_rules.py:11(handle_axioms)
      681    0.001    0.000    0.002    0.000 z3core.py:3387(Z3_goal_formula)
        7    0.000    0.000    0.002    0.000 invariants.py:237(check_balance)
     1953    0.001    0.000    0.002    0.000 skill_classes.py:113(move_inner_if)
     1332    0.001    0.000    0.002    0.000 conditions.py:290(negate)
     2104    0.001    0.000    0.002    0.000 z3.py:9089(is_fprm_value)
     2104    0.001    0.000    0.002    0.000 z3.py:7360(is_finite_domain_value)
     3784    0.001    0.000    0.002    0.000 z3.py:8119(is_probe)
      499    0.001    0.000    0.002    0.000 z3core.py:3364(Z3_goal_assert)
       12    0.000    0.000    0.002    0.000 invariants.py:273(operator_unbalanced)
        2    0.000    0.000    0.002    0.001 pddl_file.py:9(parse_pddl_file)
        1    0.001    0.001    0.002    0.002 variable_order.py:235(_apply_to_operators)
     1937    0.001    0.000    0.002    0.000 PDDLz3.py:95(list2var_str)
     5038    0.002    0.000    0.002    0.000 conditions.py:235(key)
        1    0.000    0.000    0.002    0.002 variable_order.py:26(__init__)
        1    0.000    0.000    0.002    0.002 fact_groups.py:69(choose_groups)
        1    0.001    0.001    0.002    0.002 variable_order.py:44(weight_graph_from_ops)
     2104    0.001    0.000    0.002    0.000 z3.py:9226(is_fp_value)
     4208    0.001    0.000    0.002    0.000 z3.py:9213(is_fp)
        1    0.001    0.001    0.002    0.002 axiom_rules.py:243(compute_necessary_axiom_literals)
      499    0.001    0.000    0.001    0.000 z3core.py:3676(Z3_apply_result_get_subgoal)
        1    0.000    0.000    0.001    0.001 parsing_functions.py:295(parse_task)
        1    0.000    0.000    0.001    0.001 scoping_sas_parser.py:116(<listcomp>)
     3334    0.001    0.000    0.001    0.000 skill_classes.py:21(__lt__)
       12    0.000    0.000    0.001    0.000 invariants.py:310(add_effect_unbalanced)
      642    0.001    0.000    0.001    0.000 z3core.py:3382(Z3_goal_size)
     3103    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
       48    0.001    0.000    0.001    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      2/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:978(_find_and_load)
      650    0.001    0.000    0.001    0.000 simplify.py:395(translate_pre_post)
      499    0.001    0.000    0.001    0.000 z3core.py:3657(Z3_apply_result_dec_ref)
      499    0.001    0.000    0.001    0.000 z3core.py:3446(Z3_tactic_dec_ref)
      2/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
     1302    0.001    0.000    0.001    0.000 simplify.py:467(convert_pairs)
      499    0.001    0.000    0.001    0.000 z3core.py:3653(Z3_apply_result_inc_ref)
      499    0.001    0.000    0.001    0.000 z3core.py:3442(Z3_tactic_inc_ref)
        1    0.000    0.000    0.001    0.001 z3.py:6493(__del__)
        1    0.001    0.001    0.001    0.001 z3core.py:3733(Z3_solver_dec_ref)
        2    0.000    0.000    0.001    0.001 lisp_parser.py:10(parse_nested_list)
     1672    0.000    0.000    0.001    0.000 abc.py:137(__instancecheck__)
        1    0.000    0.000    0.001    0.001 sas_tasks.py:158(output)
     2104    0.001    0.000    0.001    0.000 z3.py:3724(is_bv)
      2/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:663(_load_unlocked)
      670    0.001    0.000    0.001    0.000 instantiate.py:59(<dictcomp>)
       93    0.000    0.000    0.001    0.000 greedy_join.py:32(add_entry)
     2104    0.001    0.000    0.001    0.000 z3printer.py:373(__init__)
      2/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:722(exec_module)
   837/18    0.000    0.000    0.001    0.000 lisp_parser.py:32(parse_list_aux)
        1    0.000    0.000    0.001    0.001 scoping_sas_parser.py:23(make_str2var_dict)
     4451    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
       22    0.000    0.000    0.001    0.000 z3.py:3045(Int)
       11    0.000    0.000    0.001    0.000 parsing_functions.py:316(parse_domain_pddl)
       93    0.000    0.000    0.001    0.000 greedy_join.py:33(<listcomp>)
