Thu Dec 17 20:43:35 2020    time_profiles/minecraft_old

         103193809 function calls (102946142 primitive calls) in 36.397 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    39438    0.010    0.000    0.013    0.000 z3.py:9077(is_fprm)
      548    0.001    0.000    0.013    0.000 z3.py:3045(Int)
       92    0.000    0.000    0.013    0.000 utils.py:133(split_conj)
     2157    0.009    0.000    0.013    0.000 z3core.py:2847(Z3_get_numeral_string)
    39438    0.009    0.000    0.012    0.000 z3.py:10130(is_string_value)
    13491    0.005    0.000    0.012    0.000 z3printer.py:542(is_infix)
      130    0.000    0.000    0.012    0.000 skill_classes.py:31(__eq__)
    39438    0.008    0.000    0.012    0.000 z3.py:7307(is_finite_domain)
      316    0.011    0.000    0.012    0.000 z3core.py:3827(Z3_solver_check_assumptions)
   120972    0.012    0.000    0.012    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.012    0.012 PDDLz3.py:64(<listcomp>)
  621/534    0.001    0.000    0.011    0.000 PDDLz3.py:233(<listcomp>)
    37628    0.011    0.000    0.011    0.000 {method 'decode' of 'bytes' objects}
    31003    0.008    0.000    0.010    0.000 z3.py:1414(subsort)
     1212    0.008    0.000    0.009    0.000 z3core.py:3758(Z3_solver_assert)
       86    0.000    0.000    0.009    0.000 PDDLz3.py:46(<listcomp>)
     5690    0.002    0.000    0.009    0.000 z3printer.py:369(flat)
      104    0.000    0.000    0.008    0.000 z3.py:2252(__add__)
    65854    0.008    0.000    0.008    0.000 {method 'write' of '_io.StringIO' objects}
    29698    0.008    0.000    0.008    0.000 {method 'getvalue' of '_io.StringIO' objects}
     9579    0.004    0.000    0.008    0.000 z3printer.py:401(indent)
     1953    0.005    0.000    0.007    0.000 z3printer.py:481(pp_line_break)
       95    0.001    0.000    0.007    0.000 z3.py:1732(Or)
    13491    0.005    0.000    0.007    0.000 z3printer.py:204(_is_infix)
     9112    0.003    0.000    0.007    0.000 z3printer.py:545(is_unary)
        4    0.000    0.000    0.006    0.002 PDDLz3.py:226(<listcomp>)
    62867    0.006    0.000    0.006    0.000 {method 'append' of 'list' objects}
    14395    0.004    0.000    0.006    0.000 z3.py:2199(is_arith_sort)
    71651    0.005    0.000    0.005    0.000 z3types.py:27(from_param)
        1    0.000    0.000    0.005    0.005 PDDLz3.py:56(get_goal_cond)
    40338    0.005    0.000    0.005    0.000 {built-in method builtins.all}
    65854    0.005    0.000    0.005    0.000 z3printer.py:142(u)
       59    0.000    0.000    0.005    0.000 PDDLz3.py:90(<lambda>)
      322    0.000    0.000    0.005    0.000 z3.py:6531(pop)
        2    0.001    0.000    0.005    0.002 utils.py:69(writeback_problem)
        1    0.000    0.000    0.005    0.005 z3.py:6493(__del__)
        1    0.005    0.005    0.005    0.005 z3core.py:3733(Z3_solver_dec_ref)
      322    0.005    0.000    0.005    0.000 z3core.py:3745(Z3_solver_pop)
    52510    0.005    0.000    0.005    0.000 z3printer.py:376(is_string)
        1    0.000    0.000    0.005    0.005 PDDLz3.py:51(<listcomp>)
       38    0.000    0.000    0.005    0.000 PDDL.py:395(get_action_groundings)
       87    0.000    0.000    0.004    0.000 z3.py:5489(<listcomp>)
       91    0.000    0.000    0.004    0.000 z3.py:5369(add)
      316    0.000    0.000    0.004    0.000 z3.py:5304(get)
     6207    0.003    0.000    0.004    0.000 z3printer.py:407(line_break)
     9579    0.004    0.000    0.004    0.000 z3printer.py:345(__init__)
      161    0.000    0.000    0.004    0.000 z3.py:1588(Bool)
     4379    0.002    0.000    0.004    0.000 z3printer.py:548(get_precedence)
    65368    0.004    0.000    0.004    0.000 z3printer.py:308(flat)
       49    0.000    0.000    0.004    0.000 PDDLz3.py:87(<lambda>)
        1    0.000    0.000    0.004    0.004 {method 'remove' of 'list' objects}
       49    0.000    0.000    0.004    0.000 z3.py:2300(__sub__)
       49    0.000    0.000    0.004    0.000 z3.py:2485(__ge__)
       91    0.000    0.000    0.004    0.000 z3.py:5332(assert_exprs)
       45    0.000    0.000    0.004    0.000 PDDLz3.py:96(<lambda>)
       45    0.000    0.000    0.004    0.000 PDDLz3.py:95(<lambda>)
    31003    0.004    0.000    0.004    0.000 z3.py:1417(is_int)
     9112    0.003    0.000    0.004    0.000 z3printer.py:212(_is_unary)
       86    0.000    0.000    0.004    0.000 PDDL.py:402(<listcomp>)
 4854/524    0.003    0.000    0.004    0.000 utils.py:362(nested_list_replace)
    31003    0.003    0.000    0.003    0.000 z3.py:1420(is_bool)
     3642    0.001    0.000    0.003    0.000 z3printer.py:551(is_infix_compact)
        1    0.000    0.000    0.003    0.003 utils.py:53(writeback_domain)
