Thu Dec 17 12:05:19 2020    time_profiles/monkey_07

         95027742 function calls (94875192 primitive calls) in 32.474 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    15610    0.005    0.000    0.010    0.000 z3.py:3737(is_bv_value)
       18    0.000    0.000    0.010    0.001 utils.py:119(simplify_disjunction)
    15610    0.005    0.000    0.010    0.000 z3.py:7360(is_finite_domain_value)
      213    0.001    0.000    0.009    0.000 z3.py:1669(Not)
       56    0.000    0.000    0.009    0.000 utils.py:236(solver_implies_condition)
    24534    0.006    0.000    0.009    0.000 z3.py:2199(is_arith_sort)
    15610    0.004    0.000    0.009    0.000 z3.py:9089(is_fprm_value)
    15610    0.004    0.000    0.008    0.000 z3.py:9226(is_fp_value)
10570/1456    0.006    0.000    0.008    0.000 utils.py:362(nested_list_replace)
    31220    0.005    0.000    0.008    0.000 z3.py:9213(is_fp)
     2104    0.001    0.000    0.008    0.000 z3.py:949(__hash__)
      289    0.001    0.000    0.007    0.000 z3.py:1588(Bool)
        1    0.000    0.000    0.007    0.007 PDDLz3.py:51(<listcomp>)
       18    0.000    0.000    0.007    0.000 PDDL.py:395(get_action_groundings)
       60    0.000    0.000    0.007    0.000 z3.py:6509(push)
       60    0.007    0.000    0.007    0.000 z3core.py:3741(Z3_solver_push)
     2104    0.001    0.000    0.007    0.000 z3.py:329(__hash__)
      126    0.000    0.000    0.006    0.000 PDDL.py:402(<listcomp>)
    16100    0.005    0.000    0.006    0.000 z3printer.py:373(__init__)
     1086    0.001    0.000    0.006    0.000 skill_classes.py:45(__hash__)
     2104    0.001    0.000    0.006    0.000 z3.py:402(hash)
      126    0.000    0.000    0.006    0.000 PDDLz3.py:46(<listcomp>)
     4344    0.001    0.000    0.006    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.006    0.006 PDDLz3.py:64(<listcomp>)
       16    0.000    0.000    0.005    0.000 PDDLz3.py:262(<listcomp>)
       16    0.000    0.000    0.005    0.000 PDDLz3.py:111(z3_identical)
      208    0.000    0.000    0.005    0.000 z3.py:3045(Int)
    15610    0.003    0.000    0.005    0.000 z3.py:3724(is_bv)
    15610    0.004    0.000    0.005    0.000 z3.py:7307(is_finite_domain)
    45260    0.005    0.000    0.005    0.000 z3.py:1417(is_int)
    45260    0.005    0.000    0.005    0.000 z3.py:1420(is_bool)
    15610    0.003    0.000    0.004    0.000 z3.py:10130(is_string_value)
    15610    0.003    0.000    0.004    0.000 z3.py:9077(is_fprm)
    15571    0.004    0.000    0.004    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.004    0.004 PDDLz3.py:56(get_goal_cond)
   151/97    0.000    0.000    0.004    0.000 z3printer.py:474(pp_choice)
     2104    0.002    0.000    0.004    0.000 z3core.py:2797(Z3_get_ast_hash)
       26    0.000    0.000    0.003    0.000 scoping.py:35(<lambda>)
       26    0.000    0.000    0.003    0.000 z3.py:323(__repr__)
       18    0.000    0.000    0.003    0.000 z3.py:7667(as_expr)
   176/97    0.000    0.000    0.003    0.000 z3printer.py:470(pp_compose)
    15284    0.003    0.000    0.003    0.000 {method 'getvalue' of '_io.StringIO' objects}
      144    0.000    0.000    0.003    0.000 skill_classes.py:107(params)
      528    0.000    0.000    0.003    0.000 PDDLz3.py:233(<listcomp>)
       18    0.000    0.000    0.003    0.000 z3.py:5469(as_expr)
25431/25413    0.003    0.000    0.003    0.000 {built-in method builtins.len}
    31463    0.002    0.000    0.002    0.000 z3types.py:27(from_param)
        1    0.000    0.000    0.002    0.002 {method 'remove' of 'list' objects}
    16552    0.002    0.000    0.002    0.000 {method 'write' of '_io.StringIO' objects}
    26142    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
      497    0.000    0.000    0.002    0.000 z3.py:109(to_symbol)
    18055    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
       19    0.000    0.000    0.002    0.000 utils.py:133(split_conj)
      241    0.000    0.000    0.002    0.000 PDDL.py:364(get_objects_of_type)
       15    0.000    0.000    0.002    0.000 scoping.py:10(<lambda>)
      159    0.000    0.000    0.002    0.000 z3printer.py:404(group)
      100    0.000    0.000    0.002    0.000 PDDLz3.py:226(<listcomp>)
     2879    0.001    0.000    0.002    0.000 PDDLz3.py:103(list_is_flat)
    15987    0.002    0.000    0.002    0.000 z3printer.py:376(is_string)
       56    0.000    0.000    0.002    0.000 z3.py:6671(check)
        1    0.000    0.000    0.001    0.001 utils.py:69(writeback_problem)
      497    0.001    0.000    0.001    0.000 z3core.py:1587(Z3_mk_string_symbol)
      241    0.000    0.000    0.001    0.000 PDDL.py:356(get_subtypes)
  254/159    0.000    0.000    0.001    0.000 z3printer.py:331(flat)
        1    0.000    0.000    0.001    0.001 PDDL.py:90(parse_domain)
    16552    0.001    0.000    0.001    0.000 z3printer.py:142(u)
      416    0.001    0.000    0.001    0.000 z3core.py:3758(Z3_solver_assert)
     2259    0.001    0.000    0.001    0.000 PDDLz3.py:100(list2var_str)
